size_token	inset_token	computed_width	computed_height	right	bottom	panel_rect	pseudo_rect	capture_file	sha256	raw_components	post_bbox	gaps
8.94	7.00	8.9375px	8.9375px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0506591796875,703.8239135742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.94-i7.00.png	0ddd2a7636ee9a01ede837503774fb253c25d8fc3ec3c5ff252999ed7c31d203	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.94	6.99	8.9375px	8.9375px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0606591796875,703.8339135742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.94-i6.99.png	55abd9c5768edbd8622cac9ddc75eab9dbd9d346e9a55be8df7f61dd43e9f128	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.94	6.98	8.9375px	8.9375px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0706591796875,703.8439135742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.94-i6.98.png	633776a5eeaac5c8a35def2429d564b8c776c3c8dc794aa16f0e3d8e7c1e057d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.94	6.97	8.9375px	8.9375px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0806591796875,703.8539135742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.94-i6.97.png	633776a5eeaac5c8a35def2429d564b8c776c3c8dc794aa16f0e3d8e7c1e057d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.94	6.96	8.9375px	8.9375px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0906591796875,703.8639135742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.94-i6.96.png	f060d3e1f61869ad3a0475d0a2b4c9fe724642326007906dbfbc5f2afc968f7d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.94	6.94	8.9375px	8.9375px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1106591796874,703.8839135742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.94-i6.94.png	2293edd1de69aad2924b730cd80a720c8b78f5fb0b0825805861c29c82fe1546	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/266/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.93	8.9375px	8.9375px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1206591796874,703.8939135742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.94-i6.93.png	4886aea2a4a66c9c297ef3c2abd4f317605042bbaddd6f1a0184a7d44bd322db	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.91	8.9375px	8.9375px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1406591796874,703.9139135742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.94-i6.91.png	215dd4bc3722c4c50c1684b843e05b529e61af48f239a9e60e9624076e220999	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.87	8.9375px	8.9375px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1806591796876,703.9539135742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.94-i6.87.png	b72594277fbbd2d15c87779d5c07067559e6726a59ccdf6485d6d80d8a085912	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.86	8.9375px	8.9375px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1906591796876,703.9639135742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.94-i6.86.png	b72594277fbbd2d15c87779d5c07067559e6726a59ccdf6485d6d80d8a085912	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.85	8.9375px	8.9375px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2006591796876,703.9739135742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.94-i6.85.png	359b7ab01ee088a64d455025f9d7597b8b3a42ac67912fe25423b0a077ac8132	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.83	8.9375px	8.9375px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2206591796876,703.9939135742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.94-i6.83.png	177adf8fd984ddd3d706238f8263f55ce30905e10de1e9ba1525da11f21e1013	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.82	8.9375px	8.9375px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2306591796876,704.0039135742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.94-i6.82.png	505c0c8f10f397706fd22b976b8c577adcb9c5d528cc33ac9e5b19b9fd65f1c3	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.81	8.9375px	8.9375px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2406591796876,704.0139135742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.94-i6.81.png	357e910ef3ea46dd2a622440c2f125b0ba95a237c79d9b46dba2fea37fa73bcd	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.94	6.69	8.9375px	8.9375px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3606591796874,704.1339135742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.94-i6.69.png	c718513f7d4b1445c5a914af69288bec750ed0ecd57ea1130afbba8cbd88d489	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.94	6.68	8.9375px	8.9375px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3706591796874,704.1439135742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.94-i6.68.png	d271c94fc67551e6b50812b7fbc28185012530872eb0b8e9266613606dd5d49e	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.94	6.62	8.9375px	8.9375px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4306591796876,704.2039135742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.94-i6.62.png	91732ec34428806b70a50a94632db7d24332f9dfabf1fddad069954f7d076aa5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.94	6.50	8.9375px	8.9375px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5506591796875,704.3239135742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.94-i6.50.png	921bd09fa272422ce8b0a30b120aa787afea1d5ed0a28a72b567786673a6efe7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.96	7.00	8.95312px	8.95312px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0350391796875,703.8082935742187,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.96-i7.00.png	a4ac374386e7ecca685bec19b486d166368d6aae7cd9823328f0e1f3feef90cf	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.96	6.99	8.95312px	8.95312px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0450391796875,703.8182935742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.96-i6.99.png	7eab67e98c0d513a238c3a596aac9bf4933cff6eed5c76cd5c64bb4e297f5179	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.96	6.98	8.95312px	8.95312px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0550391796875,703.8282935742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.96-i6.98.png	633776a5eeaac5c8a35def2429d564b8c776c3c8dc794aa16f0e3d8e7c1e057d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.96	6.97	8.95312px	8.95312px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0650391796875,703.8382935742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.96-i6.97.png	633776a5eeaac5c8a35def2429d564b8c776c3c8dc794aa16f0e3d8e7c1e057d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.96	6.96	8.95312px	8.95312px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0750391796875,703.8482935742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.96-i6.96.png	1a14322fbe72d5fc2c9a41bb5e82cfdc0b85d432ef9adf3656df7b21e10845cf	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.96	6.94	8.95312px	8.95312px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0950391796874,703.8682935742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.96-i6.94.png	523b215343b867a59fa5cd4a2e39155ceccef2d417206eb428ec742d3d410990	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.96	6.93	8.95312px	8.95312px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1050391796874,703.8782935742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.96-i6.93.png	30e3b0560ec740437f907a5d7089e2656e3c89599eeb9492fe03020cdc554741	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.91	8.95312px	8.95312px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1250391796874,703.8982935742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.96-i6.91.png	acdc0b9428e049256ec1f5e4cd6eb2809f84a611a7aa83870863241d8f5d3482	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.87	8.95312px	8.95312px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1650391796876,703.9382935742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.96-i6.87.png	b8cae6c11d0c29b108a47d57d4002cb5556597519fb3eb5a790450fc41ed2d7d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.86	8.95312px	8.95312px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1750391796876,703.9482935742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.96-i6.86.png	b8cae6c11d0c29b108a47d57d4002cb5556597519fb3eb5a790450fc41ed2d7d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.85	8.95312px	8.95312px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1850391796876,703.9582935742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.96-i6.85.png	c3485285f76dbfeba85a8f2c9da177e21850b1359514d41fcdf5c7f1ca410b48	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.83	8.95312px	8.95312px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2050391796876,703.9782935742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.96-i6.83.png	8988fe1619e7a3715932bb58ba3774d124c9854579ef2124be687c0de69a1632	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.82	8.95312px	8.95312px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2150391796876,703.9882935742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.96-i6.82.png	77e2fe426b22499c78184dc7ec761ebf576c8766ddbab5a5397c4e00d13686d2	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.81	8.95312px	8.95312px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2250391796875,703.9982935742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.96-i6.81.png	362f4dd90d9de9cfd098b32feb9e1e4b090ec57652278094391737e9785cb509	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.96	6.69	8.95312px	8.95312px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3450391796874,704.1182935742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.96-i6.69.png	fe683985c1eae0902c0d938227c79a1d9ab7c2e31a5d5395e528819e2fd898d6	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.96	6.68	8.95312px	8.95312px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3550391796874,704.1282935742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.96-i6.68.png	df213f047f2718cb34eaf0f3c6cbae67bdcd82c2fc3462863e1fdabd8f642463	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.96	6.62	8.95312px	8.95312px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4150391796876,704.1882935742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.96-i6.62.png	55b4bbeeeea00b35deb66998b48131baa7fc0ed09a097a01e138967a1df95292	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.96	6.50	8.95312px	8.95312px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5350391796875,704.3082935742187,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.96-i6.50.png	f7c73c190c7d1258a26e7bb5e8bf65b7e663b6c3d44f2c00cd0185943c926d6b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.97	7.00	8.96875px	8.96875px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0194091796875,703.7926635742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.97-i7.00.png	ad5828a3a86864e82bd34924751974206a056d710abd67c64a53edfb07a0250c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.97	6.99	8.96875px	8.96875px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0294091796875,703.8026635742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.97-i6.99.png	73d3fa8de384c11b0bf8220adb19a4c9ee56f1ed0205c95a38027c9d74a842e6	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.97	6.98	8.96875px	8.96875px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0394091796875,703.8126635742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.97-i6.98.png	80d3b61d043360723d509bdf71ab9a5d5f1d9b25c2fc47ce0c6f35801b2387b6	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.97	6.97	8.96875px	8.96875px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0494091796875,703.8226635742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.97-i6.97.png	80d3b61d043360723d509bdf71ab9a5d5f1d9b25c2fc47ce0c6f35801b2387b6	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.97	6.96	8.96875px	8.96875px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0594091796875,703.8326635742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.97-i6.96.png	1a14322fbe72d5fc2c9a41bb5e82cfdc0b85d432ef9adf3656df7b21e10845cf	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.97	6.94	8.96875px	8.96875px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0794091796874,703.8526635742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.97-i6.94.png	21a8caf7f30686d09b4c3a48778d739ca337c2738d76fd9565fbbd161c242633	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.97	6.93	8.96875px	8.96875px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.0894091796874,703.8626635742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.97-i6.93.png	0773a85f70479d49c45b79fa5460c819161d45cc1719510d6ab948eaa6b64f7d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/275/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.97	6.91	8.96875px	8.96875px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1094091796874,703.8826635742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.97-i6.91.png	0298405883eaa065696603f19632e944bd7a7acd63b45f7b48146ae61f32d08c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.97	6.87	8.96875px	8.96875px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1494091796876,703.9226635742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.97-i6.87.png	7b6232574842854364898057b97b30192211ea76a393e29fadae171846e649d5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.97	6.86	8.96875px	8.96875px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1594091796876,703.9326635742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.97-i6.86.png	7b6232574842854364898057b97b30192211ea76a393e29fadae171846e649d5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.97	6.85	8.96875px	8.96875px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1694091796876,703.9426635742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.97-i6.85.png	750fac33bed7f172e4ea4bbb40f164bcc0a3f4a01495472c038a1c0cd8554c95	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.97	6.83	8.96875px	8.96875px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1894091796876,703.9626635742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.97-i6.83.png	31b99a32c4431417cb9819add6f00fb69bc4ffc1bc27cd1db111a096cf09ca38	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.97	6.82	8.96875px	8.96875px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1994091796876,703.9726635742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.97-i6.82.png	b569b691db9404795f7f1b53ddf3cc987a37d7d2495bf63f14b636089731a420	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.97	6.81	8.96875px	8.96875px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2094091796876,703.9826635742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.97-i6.81.png	9e3c7eef113421c4d4d47908bcb6a51825b787d063aa7a1121bf31cf589a9658	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.97	6.69	8.96875px	8.96875px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3294091796874,704.1026635742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.97-i6.69.png	d1b360d83d593ed3fb9094b5ad1ad31defa3fecdfeec513a391a29f58826bf4a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.97	6.68	8.96875px	8.96875px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3394091796874,704.1126635742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.97-i6.68.png	5bea2b10c279addfc887a7b5bab4f94fceacc88f070df205431151ecd8132f76	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.97	6.62	8.96875px	8.96875px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3994091796876,704.1726635742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.97-i6.62.png	adf7b0b633c3d4dd8df86ea76346d0364ed72a16fa38183aaeeeb977a71aa4e2	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.97	6.50	8.96875px	8.96875px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5194091796875,704.2926635742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.97-i6.50.png	4c8a462c011927d3b3c8f65077b5100cc3e4d0ca59f803220385cb6281d585aa	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
