size_token	inset_token	computed_width	computed_height	right	bottom	panel_rect	pseudo_rect	capture_file	sha256	raw_components	post_bbox	gaps
8.70	7.00	8.6875px	8.6875px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3006591796875,704.0739135742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.70-i7.00.png	6a8afdfbd0cfa222526f7c2d36fc8e4662938955951c6b38597ff3143cf37bce	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/248/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.99	8.6875px	8.6875px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3106591796875,704.0839135742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.70-i6.99.png	247e97f3a0c0dc0c3f2c1066adbea730cde73b36b239ffccc046819b0e1d98bd	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.98	8.6875px	8.6875px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3206591796875,704.0939135742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.70-i6.98.png	a49c344cc4e87236aa8c88e859e3858f198951805395ea7bfcc4a05a1ff9fd12	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.97	8.6875px	8.6875px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3306591796875,704.1039135742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.70-i6.97.png	a49c344cc4e87236aa8c88e859e3858f198951805395ea7bfcc4a05a1ff9fd12	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.96	8.6875px	8.6875px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3406591796875,704.1139135742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.70-i6.96.png	8a06a8717ce5001fa53d4a0d3db3b9372fa85a2bf4cceb5609744384ef5be427	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.94	8.6875px	8.6875px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3606591796874,704.1339135742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.70-i6.94.png	75d15dac4e1709ed68655b8cd27c00b25cb3b23ba7e7583eb1acc3449c264897	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.93	8.6875px	8.6875px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3706591796874,704.1439135742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.70-i6.93.png	43062af0f22acae116ee22792446175675ccfb04002f7896bd5fb2e50556dc3d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.91	8.6875px	8.6875px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3906591796874,704.1639135742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.70-i6.91.png	9d42b66c141c6f0efa6509ed8b60fb3b276b980b0c679572a7d9b719f8806e96	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.70	6.87	8.6875px	8.6875px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4306591796876,704.2039135742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.70-i6.87.png	5f2a189874826085485030e42945bf5ce0512e43f244b8f7dec40ab418809427	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.70	6.86	8.6875px	8.6875px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4406591796876,704.2139135742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.70-i6.86.png	5f2a189874826085485030e42945bf5ce0512e43f244b8f7dec40ab418809427	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.70	6.85	8.6875px	8.6875px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4506591796876,704.2239135742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.70-i6.85.png	5b89e11cf7dbf8991ff3d9a848fa421bdb739d42ec8a34e4fa2712175a842311	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.70	6.83	8.6875px	8.6875px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4706591796876,704.2439135742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.70-i6.83.png	23a8d96949861c5b9c7af7c10061d6a107a7b4298e4d6863b2c41c44efe5ea0d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.70	6.82	8.6875px	8.6875px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4806591796876,704.2539135742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.70-i6.82.png	06ae409748ce9cc64399c91b187b391a391321fcddc2991411b4a96d4d84d191	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.70	6.81	8.6875px	8.6875px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4906591796876,704.2639135742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.70-i6.81.png	1ff8f8da7cd47e50de24af8ea8a248659881baf269315d8e57764316de5e000a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.70	6.69	8.6875px	8.6875px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6106591796874,704.3839135742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.70-i6.69.png	59c2d4408ce3107e6e18edf454acbf71efb8a1b88d8b688065221606b418839d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/228/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.70	6.68	8.6875px	8.6875px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6206591796874,704.3939135742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.70-i6.68.png	c8a20d22fa8ace94e1d70c8648fd94a40c565f966233c7f461b518fadd3694fa	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/225/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.70	6.62	8.6875px	8.6875px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6806591796876,704.4539135742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.70-i6.62.png	0b797e007fab0305baac2f661d74759a6302ecad0cd192c0ff91a2b3ec7552fb	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.70	6.50	8.6875px	8.6875px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.8006591796875,704.5739135742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.70-i6.50.png	9904012860254494f9b48833a3898c5755d224837a1fd738041c1f301b6326a5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1400)-(2050,1418)/209/touch=0/min=1/selected=1	(2031,1400)-(2050,1418)	20,20
8.71	7.00	8.70312px	8.70312px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2850391796875,704.0582935742187,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.71-i7.00.png	675d701c861d9d00f4a82a5993fc9425573868d290e3280e8f517dbd195ab02e	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/248/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.99	8.70312px	8.70312px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2950391796875,704.0682935742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.71-i6.99.png	c9c9300c756942ac11adbed29afea33de7b4a367417b429ed7f76b53b30e3794	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.98	8.70312px	8.70312px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3050391796875,704.0782935742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.71-i6.98.png	4729dadbb940f090e0ae49d18f1dd2881047b8988d1c0dac4d74b9cbf003916c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.97	8.70312px	8.70312px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3150391796875,704.0882935742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.71-i6.97.png	4729dadbb940f090e0ae49d18f1dd2881047b8988d1c0dac4d74b9cbf003916c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.96	8.70312px	8.70312px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3250391796875,704.0982935742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.71-i6.96.png	3443899f95787b921334db32cf55a0e69bed0da65458186d6df77b2199da48e4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.94	8.70312px	8.70312px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3450391796874,704.1182935742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.71-i6.94.png	a3d6afbfd5d3ffc1964cf282d351d77cc4453df0d06924469b6f3dea4b625f06	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.93	8.70312px	8.70312px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3550391796874,704.1282935742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.71-i6.93.png	b4b339fd69366a66c253ed6481a474825d6db780b0ffe16e803196590a7fd5e3	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.91	8.70312px	8.70312px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3750391796874,704.1482935742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.71-i6.91.png	6eb68612c670cfd799f750b10aa1bf54a42ca9afa30f559ad2d8a74472481da0	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.71	6.87	8.70312px	8.70312px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4150391796876,704.1882935742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.71-i6.87.png	84e3f75317a5902edc8e83948a1bdcda422a6172cdd0812ed19bfc16bf153a2e	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/244/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.71	6.86	8.70312px	8.70312px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4250391796876,704.1982935742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.71-i6.86.png	84e3f75317a5902edc8e83948a1bdcda422a6172cdd0812ed19bfc16bf153a2e	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/244/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.71	6.85	8.70312px	8.70312px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4350391796876,704.2082935742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.71-i6.85.png	ea0f4a470d32126a63cfba27996c50088dec37abb86ea7a213a885a50b843685	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.71	6.83	8.70312px	8.70312px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4550391796876,704.2282935742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.71-i6.83.png	77b1b007084b63de53febb8c2dbe50b279c9b36cbb36d4e1a9312ceb66448c02	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.71	6.82	8.70312px	8.70312px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4650391796876,704.2382935742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.71-i6.82.png	6cf17f147d8f9e8519a2f8e4413bf5f7edc3da6bb359a6f0bc76c5085ee68756	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.71	6.81	8.70312px	8.70312px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4750391796875,704.2482935742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.71-i6.81.png	3f397bf09af9ccee6b598e056c425eee4aac9ccbf5c3861dda639b35a1fc482c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.71	6.69	8.70312px	8.70312px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5950391796874,704.3682935742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.71-i6.69.png	b649f14923ceda791d3f36163518aceb774ec4169901a8eef046d4e75bae9960	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.71	6.68	8.70312px	8.70312px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6050391796874,704.3782935742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.71-i6.68.png	c8a20d22fa8ace94e1d70c8648fd94a40c565f966233c7f461b518fadd3694fa	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/225/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.71	6.62	8.70312px	8.70312px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6650391796876,704.4382935742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.71-i6.62.png	0c9f47abff908e5787c79288b3577b6ce6ba7f915242e206e3a841ea9d728688	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.71	6.50	8.70312px	8.70312px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.7850391796875,704.5582935742187,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.71-i6.50.png	158f57d5a36fe8353d362990a76546fbc6b495ae0000c696866d3e9fa12f76a2	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1400)-(2050,1418)/209/touch=0/min=1/selected=1	(2031,1400)-(2050,1418)	20,20
8.72	7.00	8.71875px	8.71875px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2694091796875,704.0426635742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.72-i7.00.png	2403c5c6da09bef35709e2a89180b76fbca1a5279b41f486b6c0bad9b39d7dca	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/247/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.99	8.71875px	8.71875px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2794091796875,704.0526635742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.72-i6.99.png	69c8dd4c2e661bc79f190220da65a38fa63d3f22c0192285b75c65e8bd416f21	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.98	8.71875px	8.71875px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2894091796875,704.0626635742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.72-i6.98.png	9d78a5560536d361c04a1af5e887cee7aba34db3307101952290cff7ef1b7309	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.97	8.71875px	8.71875px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2994091796875,704.0726635742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.72-i6.97.png	9d78a5560536d361c04a1af5e887cee7aba34db3307101952290cff7ef1b7309	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.96	8.71875px	8.71875px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3094091796875,704.0826635742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.72-i6.96.png	254fa1f9bcd4e1ad21baedc63bfc8f3b95dc41d7061f9e240ef33913ed1728cf	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.94	8.71875px	8.71875px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3294091796874,704.1026635742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.72-i6.94.png	f958ce5b90da5302e391f299fcafe74492c779e3db7bf3ab6951122c3bbef3fb	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.93	8.71875px	8.71875px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3394091796874,704.1126635742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.72-i6.93.png	4e02f8df43b14ff9584cc456dd11168275d0a8c563bf42aeb7b79f5ae496baad	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.91	8.71875px	8.71875px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3594091796874,704.1326635742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.72-i6.91.png	a420ae5c9657ee74922179fa645e6d5107be686dd4e2a10f6268b6ccfd75374a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.72	6.87	8.71875px	8.71875px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3994091796876,704.1726635742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.72-i6.87.png	f5cd12d01e655e9f554f3411f8bd053c617b2e0a11a90b666fe0e9b1b4b1ce0f	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/246/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.72	6.86	8.71875px	8.71875px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4094091796876,704.1826635742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.72-i6.86.png	f5cd12d01e655e9f554f3411f8bd053c617b2e0a11a90b666fe0e9b1b4b1ce0f	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/246/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.72	6.85	8.71875px	8.71875px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4194091796876,704.1926635742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.72-i6.85.png	f92ae91b50fa911d2ea5433146c6890c5ea8b10e7d68ad406274f7e7f5146cef	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.72	6.83	8.71875px	8.71875px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4394091796876,704.2126635742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.72-i6.83.png	45c3dfba8ab48ebf2de13adda0e438b144bb580426768ce28e8cb3be6aa83360	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.72	6.82	8.71875px	8.71875px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4494091796876,704.2226635742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.72-i6.82.png	7daa0093698d27f09f9f031d404993ec5656f73ec9afbd876d783cd70bdda742	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.72	6.81	8.71875px	8.71875px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4594091796876,704.2326635742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.72-i6.81.png	ba156c3a357df3d0e24606cdb9f09490cd4fc0a638d48b7a62294035ff1b8430	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.72	6.69	8.71875px	8.71875px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5794091796874,704.3526635742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.72-i6.69.png	648571bed5e30c011720c38ea12d9459e0a60dbeee766a1d3afcc845727d1b56	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.72	6.68	8.71875px	8.71875px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5894091796874,704.3626635742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.72-i6.68.png	88adbbf5900cc4d72b36a99f7ee3068b9d4a85409cbf467902ee5a690d7cdbe9	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/227/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.72	6.62	8.71875px	8.71875px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6494091796876,704.4226635742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.72-i6.62.png	8c83544f05f432b9ab7f4ef13e2320f825315bdad4d745377c92906494128488	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.72	6.50	8.71875px	8.71875px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.7694091796875,704.5426635742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.72-i6.50.png	c30861a8fc01c60ef548a63f7bccff578c9883d94cebb7652cb263f829056376	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.74	7.00	8.73438px	8.73438px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2537791796875,704.0270335742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.74-i7.00.png	f558777bc6818c9fc5375026ce4f351ba8c17ae0bc0c2e7b2681a85b8252a0e4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/247/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
